,label,win,points,aces,dealer card,round,game number
17436,1,False,13,1,11,2,14652
17439,0,False,12,0,10,0,14655
17440,0,False,18,1,6,0,14656
17441,1,False,14,1,6,1,14656
17445,0,False,8,0,10,0,14661
17446,0,False,18,0,10,1,14661
17447,1,False,14,0,2,0,14662
17448,1,False,13,0,2,0,14663
17449,1,False,13,0,9,0,14664
17450,1,False,13,0,5,0,14665
17453,1,False,17,1,2,0,14667
17456,1,False,13,0,10,0,14670
17460,1,False,17,0,10,0,14675
17464,1,False,12,0,3,0,14679
17466,0,False,13,0,7,0,14681
17468,1,False,15,0,10,0,14683
17470,0,False,20,0,11,0,14685
17472,1,False,13,0,10,0,14687
17475,0,False,20,0,2,0,14690
17479,0,False,9,0,10,0,14693
17480,1,False,13,0,10,1,14693
17486,1,False,16,0,8,0,14698
17490,0,False,12,0,7,0,14701
17491,0,False,17,0,7,1,14701
17493,0,False,15,0,4,0,14704
17503,0,False,9,0,3,0,14711
17504,1,False,13,0,3,1,14711
17509,0,False,12,0,6,0,14716
17510,1,False,15,0,6,1,14716
17514,0,False,20,0,8,0,14720
17527,1,False,14,0,5,0,14729
17529,0,False,10,0,6,0,14732
17530,0,False,13,0,6,1,14732
17535,1,False,11,0,10,0,14736
17539,1,False,13,0,8,0,14739
17546,1,False,13,0,10,0,14744
17549,0,False,19,1,6,0,14747
17550,0,False,19,1,6,1,14747
17555,0,False,13,0,10,0,14751
17564,0,False,9,0,10,0,14759
17565,1,False,19,0,10,1,14759
17571,1,False,19,0,5,0,14765
17579,1,False,13,0,9,0,14772
17589,0,False,13,0,11,0,14780
17600,1,False,13,0,10,0,14787
17604,0,False,15,0,3,0,14791
17610,1,False,13,1,4,0,14797
17614,0,False,12,0,10,0,14801
17615,1,False,16,0,10,1,14801
17619,1,False,15,0,10,0,14803
17622,1,False,15,0,5,0,14805
17626,0,False,16,0,5,0,14808
17633,0,False,18,0,8,0,14815
17634,1,False,14,0,10,0,14816
17635,0,False,7,0,10,0,14817
17636,1,False,17,0,10,1,14817
17646,0,False,9,0,10,0,14825
17647,0,False,19,0,10,1,14825
17650,1,False,12,0,4,0,14828
17651,0,False,17,1,3,0,14829
17652,0,False,16,1,3,1,14829
17654,0,False,5,0,4,0,14831
17655,1,False,14,0,4,1,14831
17658,1,False,14,0,7,0,14834
17661,1,False,17,1,9,0,14836
17675,0,False,16,0,10,0,14848
17676,0,False,20,0,10,1,14848
17683,1,False,19,1,3,0,14853
17684,0,False,8,0,10,0,14854
17685,1,False,11,0,10,1,14854
17689,0,False,7,0,4,0,14858
17690,0,False,15,0,4,1,14858
17693,0,False,6,0,10,0,14860
17694,1,False,14,0,10,1,14860
17699,0,False,13,1,5,0,14865
17700,1,False,13,1,5,1,14865
17703,1,False,18,0,3,0,14867
17707,1,False,14,0,11,0,14870
17710,1,False,14,0,7,0,14873
17711,0,False,9,0,9,0,14874
17712,1,False,19,0,9,1,14874
17716,1,False,12,0,6,0,14876
17718,1,False,14,0,5,0,14878
17722,0,False,5,0,4,0,14883
17723,0,False,10,0,4,1,14883
17724,1,False,20,0,4,2,14883
17725,1,False,12,0,4,0,14884
17729,1,False,15,1,3,0,14887
17732,1,False,12,0,4,0,14889
17735,1,False,14,0,8,0,14892
17737,0,False,11,0,7,0,14895
17738,1,False,15,0,7,1,14895
17746,0,False,9,0,10,0,14900
17747,1,False,16,0,10,1,14900
17751,1,False,20,0,10,0,14905
17756,1,False,17,0,7,0,14910
17757,1,False,15,0,10,0,14911
17762,1,False,15,0,10,0,14915
17763,0,False,10,0,2,0,14916
17764,1,False,12,0,2,1,14916
17766,1,False,15,0,6,0,14918
17779,1,False,13,0,3,0,14928
17780,1,False,20,0,5,0,14930
17781,0,False,9,0,3,0,14931
17782,0,False,19,0,3,1,14931
17784,0,False,19,0,2,0,14933
17792,1,False,20,0,6,0,14938
17796,0,False,14,0,3,0,14941
17798,1,False,12,0,6,0,14943
17802,1,False,13,1,4,0,14947
17803,1,False,19,0,10,0,14948
17804,1,False,19,0,10,0,14949
17809,1,False,12,2,7,0,14956
17812,1,False,12,0,6,0,14959
17816,1,False,15,1,2,0,14962
17819,1,False,17,0,7,0,14964
17821,1,False,12,0,3,0,14966
17826,1,False,13,0,10,0,14971
17834,1,False,12,0,10,0,14979
17848,1,False,14,1,10,0,14994
17849,0,False,20,0,5,0,14995
17850,0,False,16,0,10,0,14996
17879,1,False,15,0,3,0,15017
17881,1,False,15,0,10,0,15019
17884,1,False,14,0,3,0,15022
17886,1,False,14,0,7,0,15024
17887,0,False,10,0,10,0,15025
17888,1,False,13,0,10,1,15025
17896,1,False,13,0,11,0,15032
17902,0,False,19,0,6,0,15037
17907,1,False,11,0,3,0,15041
17908,1,False,11,0,11,0,15042
17930,1,False,11,0,7,0,15060
17942,1,False,12,2,2,0,15071
17949,0,False,20,0,10,0,15076
17961,1,False,11,0,7,0,15085
17964,1,False,14,0,4,0,15088
17965,1,False,19,0,10,0,15089
17985,1,False,12,0,11,0,15106
17988,1,False,17,0,10,0,15108
17993,1,False,12,0,2,0,15112
17996,0,False,15,0,10,0,15115
17997,1,False,19,0,10,1,15115
18002,0,False,5,0,10,0,15121
18003,0,False,11,0,10,1,15121
18004,0,False,12,1,10,2,15121
18005,1,False,18,1,10,3,15121
18018,1,False,16,0,3,0,15131
18020,1,False,11,0,9,0,15133
18021,1,False,18,1,11,0,15134
18022,0,False,7,0,10,0,15135
18023,1,False,17,0,10,1,15135
18026,1,False,12,0,10,0,15137
18027,1,False,12,0,2,0,15138
18028,0,False,9,0,3,0,15139
18029,1,False,16,0,3,1,15139
18030,1,False,11,0,9,0,15140
18033,1,False,17,0,7,0,15143
18037,0,False,15,0,8,0,15146
18041,1,False,14,0,7,0,15149
18064,0,False,7,0,11,0,15169
18065,1,False,13,0,11,1,15169
18068,1,False,14,0,10,0,15171
18076,1,False,11,0,8,0,15177
18077,1,False,13,0,4,0,15178
18087,0,False,17,0,9,0,15190
18088,1,False,12,0,10,0,15191
18090,0,False,20,0,6,0,15193
18098,1,False,16,0,10,0,15199
18114,1,False,19,0,3,0,15212
18117,1,False,20,0,9,0,15214
18121,0,False,20,0,3,0,15217
18127,1,False,12,0,5,0,15221
18128,1,False,14,0,5,0,15222
18131,1,False,16,0,5,0,15224
18134,0,False,9,0,11,0,15226
18135,1,False,19,0,11,1,15226
18136,1,False,12,0,6,0,15227
18144,0,False,17,0,5,0,15233
18149,0,False,7,0,7,0,15236
18150,0,False,17,0,7,1,15236
18159,0,False,15,0,8,0,15246
18160,1,False,15,1,7,0,15247
18161,0,False,13,0,6,0,15248
18163,1,False,15,0,6,0,15250
18164,0,False,5,0,10,0,15251
18165,1,False,12,0,10,1,15251
18168,0,False,8,0,8,0,15253
18169,1,False,15,0,8,1,15253
18173,1,False,18,1,11,0,15256
18185,0,False,5,0,8,0,15266
18186,0,False,8,0,8,1,15266
18187,1,False,18,0,8,2,15266
18189,1,False,11,0,10,0,15269
18190,0,False,12,0,7,0,15270
18194,0,False,13,1,4,0,15274
18195,1,False,12,1,4,1,15274
18204,0,False,5,0,10,0,15279
18205,0,False,9,0,10,1,15279
18206,1,False,18,0,10,2,15279
18207,1,False,16,0,10,0,15280
18213,0,False,6,0,10,0,15285
18214,1,False,15,0,10,1,15285
18216,0,False,12,0,10,0,15287
18217,1,False,18,0,10,1,15287
18218,1,False,17,1,7,0,15288
18222,0,False,17,0,8,0,15292
18223,1,False,12,0,2,0,15293
18224,0,False,7,0,5,0,15294
18225,1,False,13,0,5,1,15294
18227,1,False,12,0,5,0,15296
18228,0,False,18,0,10,0,15297
18229,0,False,12,0,3,0,15298
18230,0,False,20,0,3,1,15298
18239,0,False,7,0,11,0,15304
18240,1,False,13,0,11,1,15304
18249,1,False,14,0,11,0,15312
18250,1,False,14,0,10,0,15313
18254,1,False,14,0,4,0,15316
18258,1,False,12,0,6,0,15321
18259,0,False,8,0,10,0,15322
18260,0,False,17,0,10,1,15322
18261,1,False,20,0,10,2,15322
18263,1,False,12,0,8,0,15324
18264,1,False,16,0,3,0,15325
18269,0,False,16,0,10,0,15329
18274,0,False,14,0,10,0,15335
18276,1,False,15,0,7,0,15337
18284,1,False,14,0,10,0,15344
18287,0,False,10,0,6,0,15348
18288,0,False,16,0,6,1,15348
18289,0,False,20,0,6,2,15348
18294,0,False,14,0,7,0,15352
18323,0,False,20,0,7,0,15375
18325,1,False,15,0,6,0,15377
18327,0,False,17,0,10,0,15380
18331,1,False,14,0,9,0,15383
18334,1,False,12,0,4,0,15386
18338,1,False,19,1,3,0,15389
18343,1,False,14,0,10,0,15393
18346,1,False,17,0,10,0,15395
18353,0,False,9,0,11,0,15402
18354,1,False,12,0,11,1,15402
18359,0,False,20,0,10,0,15406
18360,1,False,13,0,4,0,15407
18370,0,False,14,1,10,0,15415
18371,1,False,14,1,10,1,15415
18373,1,False,11,0,3,0,15417
18374,0,False,18,0,6,0,15420
18379,0,False,10,0,10,0,15426
18380,1,False,12,0,10,1,15426
18382,0,False,9,0,10,0,15428
18383,0,False,19,0,10,1,15428
18384,1,False,11,0,2,0,15429
18391,1,False,12,0,5,0,15436
18395,1,False,14,0,9,0,15441
18399,0,False,18,0,2,0,15444
18411,0,False,15,0,5,0,15457
18412,0,False,19,0,5,1,15457
18414,1,False,20,0,10,0,15459
18417,0,False,19,0,10,0,15461
18419,1,False,15,0,7,0,15464
18422,1,False,17,0,3,0,15467
18426,0,False,15,0,3,0,15471
18429,0,False,7,0,7,0,15474
18430,1,False,13,0,7,1,15474
18432,1,False,20,0,6,0,15476
18434,0,False,12,0,9,0,15478
18435,1,False,20,0,9,1,15478
18438,0,False,19,0,8,0,15481
18439,1,False,15,1,10,0,15482
18440,1,False,17,0,7,0,15483
18441,0,False,9,0,10,0,15484
18442,0,False,16,0,10,1,15484
18444,0,False,8,0,3,0,15487
18445,1,False,15,0,3,1,15487
18449,0,False,16,0,10,0,15491
18450,0,False,19,0,10,1,15491
18459,0,False,17,0,10,0,15498
18464,1,False,12,0,8,0,15502
18467,0,False,14,0,11,0,15504
18473,0,False,9,0,10,0,15510
18474,0,False,20,1,10,1,15510
18475,1,False,15,1,10,2,15510
18478,1,False,12,0,11,0,15513
18482,1,False,16,0,5,0,15517
18489,0,False,14,0,3,0,15524
18491,0,False,20,0,5,0,15526
18492,1,False,17,0,10,0,15527
18497,0,False,15,1,2,0,15531
18498,0,False,14,1,2,1,15531
18514,1,False,14,0,5,0,15543
18517,1,False,16,0,4,0,15546
18520,0,False,19,0,8,0,15548
18521,0,False,7,0,4,0,15549
18522,0,False,12,0,4,1,15549
18524,1,False,12,0,7,0,15551
18533,0,False,12,0,10,0,15561
18534,1,False,13,1,10,1,15561
18542,0,False,19,0,6,0,15570
18550,0,False,16,0,8,0,15577
18551,0,False,19,0,8,1,15577
18554,1,False,15,0,10,0,15579
18556,1,False,13,1,8,0,15581
18564,1,False,16,1,5,0,15586
18568,0,False,20,0,6,0,15589
18569,0,False,19,0,9,0,15590
18575,1,False,15,0,10,0,15593
18589,0,False,8,0,5,0,15607
18590,1,False,15,0,5,1,15607
18592,1,False,13,1,7,0,15609
18593,1,False,19,0,10,0,15610
18594,0,False,20,0,10,0,15611
18596,1,False,14,0,9,0,15613
18601,0,False,13,0,5,0,15617
18602,1,False,16,0,5,1,15617
18607,0,False,8,0,9,0,15620
18608,1,False,17,0,9,1,15620
18614,1,False,18,0,3,0,15625
18615,0,False,8,0,2,0,15626
18616,1,False,17,0,2,1,15626
18619,1,False,20,0,7,0,15628
18622,0,False,16,0,8,0,15631
18624,1,False,15,0,9,0,15633
18626,0,False,8,0,9,0,15636
18627,0,False,16,0,9,1,15636
18630,1,False,12,0,10,0,15641
18631,1,False,14,0,7,0,15642
18637,0,False,18,0,5,0,15646
18639,1,False,20,0,10,0,15648
18641,1,False,11,0,4,0,15650
18642,0,False,12,0,7,0,15651
18643,0,False,15,0,7,1,15651
18654,1,False,12,0,10,0,15659
18658,1,False,20,0,4,0,15663
18660,1,False,15,0,9,0,15665
18661,0,False,18,0,10,0,15666
18662,1,False,19,1,10,1,15666
18666,1,False,15,0,10,0,15670
18667,1,False,14,1,4,0,15672
18668,0,False,12,0,5,0,15674
18669,0,False,20,0,5,1,15674
18671,0,False,7,0,11,0,15676
18672,0,False,17,0,11,1,15676
18674,0,False,9,0,10,0,15678
18675,1,False,12,0,10,1,15678
18706,1,False,12,0,11,0,15702
18721,1,False,16,1,10,0,15712
18729,1,False,16,0,10,0,15718
18733,1,False,13,0,7,0,15721
18735,1,False,15,0,10,0,15723
18739,1,False,12,0,10,0,15727
18742,1,False,12,0,7,0,15729
18743,0,False,9,0,5,0,15731
18744,1,False,19,0,5,1,15731
18752,0,False,12,0,9,0,15738
18753,1,False,15,0,9,1,15738
18754,0,False,12,0,10,0,15739
18755,0,False,13,1,10,1,15739
18762,1,False,11,0,4,0,15744
18763,1,False,14,0,6,0,15745
18776,1,False,18,0,5,0,15754
18784,1,False,11,0,10,0,15760
18791,1,False,15,0,3,0,15767
18792,0,False,9,0,8,0,15768
18793,0,False,20,1,8,1,15768
18794,1,False,17,1,8,2,15768
18795,0,False,17,0,10,0,15769
18796,1,False,16,0,5,0,15771
18797,0,False,16,0,8,0,15772
18798,0,False,19,0,8,1,15772
18802,1,False,16,0,3,0,15777
18804,1,False,16,0,9,0,15779
18806,1,False,18,0,9,0,15782
18807,1,False,16,0,3,0,15783
18813,1,False,16,0,9,0,15787
18819,1,False,20,0,3,0,15791
18826,1,False,17,0,8,0,15797
18827,1,False,14,0,10,0,15798
18828,1,False,12,0,10,0,15799
18831,1,False,11,0,11,0,15801
18833,0,False,19,0,3,0,15803
18859,0,False,8,0,6,0,15825
18860,1,False,17,0,6,1,15825
18866,0,False,20,0,3,0,15830
18875,1,False,13,0,10,0,15837
18891,1,False,14,0,4,0,15851
18893,0,False,12,0,10,0,15853
18896,1,False,16,1,10,0,15856
18907,1,False,12,0,10,0,15865
18909,1,False,11,0,10,0,15867
18920,0,False,5,0,3,0,15878
18921,0,False,9,0,3,1,15878
18922,0,False,17,0,3,2,15878
18935,0,False,5,0,10,0,15889
18936,1,False,11,0,10,1,15889
18939,1,False,17,0,3,0,15892
18940,1,False,17,0,8,0,15893
18941,0,False,5,0,8,0,15895
18942,0,False,8,0,8,1,15895
18943,0,False,15,0,8,2,15895
18945,1,False,11,0,5,0,15897
18947,0,False,8,0,10,0,15899
18948,1,False,13,0,10,1,15899
18952,0,False,20,0,9,0,15903
18953,1,False,18,0,11,0,15904
18955,0,False,17,0,10,0,15906
18967,1,False,11,0,7,0,15914
18968,1,False,11,0,10,0,15915
18973,0,False,14,0,3,0,15921
18974,1,False,20,0,3,1,15921
18976,1,False,16,0,4,0,15923
18999,0,False,12,0,4,0,15941
19000,1,False,13,1,4,1,15941
19001,0,False,13,0,11,0,15942
19006,1,False,15,0,7,0,15946
19008,1,False,15,0,10,0,15948
19011,1,False,11,0,10,0,15950
19012,1,False,20,0,3,0,15951
19016,0,False,4,0,11,0,15955
19017,0,False,14,0,11,1,15955
19018,1,False,18,0,11,2,15955
19019,1,False,12,0,8,0,15956
19022,0,False,10,0,3,0,15958
19023,1,False,20,0,3,1,15958
19026,1,False,17,0,10,0,15960
19027,1,False,17,0,8,0,15962
19028,1,False,16,0,5,0,15964
19048,1,False,11,0,10,0,15983
19049,1,False,12,0,10,0,15984
19064,0,False,18,0,10,0,15994
19065,0,False,20,0,6,0,15995
19071,0,False,16,0,3,0,15998
19072,1,False,20,0,9,0,15999
19074,1,False,12,0,5,0,16001
19087,0,False,17,1,11,0,16014
19088,1,False,17,1,11,1,16014
19096,1,False,12,0,10,0,16023
19105,0,False,20,0,7,0,16031
19106,1,False,17,0,6,0,16032
19110,1,False,18,0,3,0,16036
19114,0,False,16,0,10,0,16039
19115,1,False,12,0,5,0,16040
19122,1,False,17,0,2,0,16047
19144,0,False,7,0,7,0,16066
19145,0,False,9,0,7,1,16066
19146,1,False,13,0,7,2,16066
19148,1,False,17,0,5,0,16068
19149,1,False,16,1,5,0,16069
19150,1,False,16,0,10,0,16070
19152,1,False,15,0,11,0,16072
19153,0,False,20,0,8,0,16073
19154,1,False,18,0,10,0,16074
19156,1,False,12,0,10,0,16076
19157,0,False,16,0,6,0,16077
19162,1,False,19,1,10,0,16081
19166,1,False,20,0,11,0,16087
19179,0,False,17,0,10,0,16097
19180,0,False,19,0,10,1,16097
19181,0,False,8,0,6,0,16098
19182,1,False,15,0,6,1,16098
19192,1,False,18,0,9,0,16107
19196,1,False,17,0,4,0,16110
19209,1,False,16,0,9,0,16120
19220,1,False,12,2,10,0,16129
19231,1,False,17,0,10,0,16137
19236,1,False,11,0,5,0,16141
19245,0,False,20,0,9,0,16148
19251,0,False,16,0,10,0,16153
19256,1,False,17,1,10,0,16156
19257,1,False,18,0,9,0,16158
19258,0,False,11,0,10,0,16159
19259,0,False,14,0,10,1,16159
19265,1,False,20,0,10,0,16163
19268,1,False,14,0,10,0,16165
19278,1,False,15,0,10,0,16176
19279,1,False,15,0,6,0,16177
19281,1,False,15,0,10,0,16179
19284,0,False,14,0,10,0,16182
19285,1,False,17,0,10,1,16182
19287,1,False,14,0,10,0,16185
19297,1,False,12,0,8,0,16193
19299,0,False,5,0,7,0,16195
19300,0,False,9,0,7,1,16195
19301,1,False,14,0,7,2,16195
19303,1,False,11,0,3,0,16198
19310,1,False,20,0,10,0,16205
19316,1,False,15,0,4,0,16209
19318,1,False,12,0,10,0,16211
19319,0,False,9,0,9,0,16212
19320,1,False,19,0,9,1,16212
19324,1,False,15,0,5,0,16216
19325,0,False,9,0,2,0,16217
19326,1,False,13,0,2,1,16217
19327,0,False,9,0,5,0,16218
19328,1,False,18,0,5,1,16218
19336,1,False,14,0,3,0,16225
19342,0,False,8,0,11,0,16231
19343,1,False,15,0,11,1,16231
19346,1,False,12,0,3,0,16234
19349,0,False,12,0,5,0,16237
19350,1,False,14,0,11,0,16238
19351,1,False,11,0,8,0,16239
19355,1,False,15,1,7,0,16242
19365,1,False,14,0,2,0,16249
19371,1,False,11,0,5,0,16255
19372,0,False,7,0,10,0,16256
19373,0,False,14,0,10,1,16256
19374,1,False,11,0,4,0,16257
19378,1,False,20,0,11,0,16262
19388,0,False,17,0,7,0,16273
19401,0,False,19,1,9,0,16286
19402,1,False,16,1,9,1,16286
19403,0,False,9,0,6,0,16287
19404,0,False,14,0,6,1,16287
19405,0,False,8,0,9,0,16288
19406,1,False,14,0,9,1,16288
19407,0,False,7,0,8,0,16289
19408,0,False,14,0,8,1,16289
19417,0,False,18,0,4,0,16297
19426,0,False,19,0,5,0,16304
19429,1,False,14,0,9,0,16307
19431,0,False,4,0,10,0,16309
19432,0,False,14,0,10,1,16309
19433,0,False,19,0,10,2,16309
19436,1,False,15,0,4,0,16311
19443,1,False,11,0,3,0,16317
19448,0,False,11,0,10,0,16321
19449,1,False,20,0,10,1,16321
19453,0,False,17,1,10,0,16326
19454,0,False,17,1,10,1,16326
19456,0,False,14,0,5,0,16328
19470,1,False,18,0,4,0,16338
19473,0,False,7,0,7,0,16340
19474,1,False,16,0,7,1,16340
19476,1,False,13,0,2,0,16342
19480,0,False,15,0,3,0,16344
19481,1,False,17,0,3,1,16344
19483,0,False,17,0,2,0,16346
19485,1,False,15,0,2,0,16348
19487,0,False,11,0,7,0,16350
19488,0,False,13,0,7,1,16350
19489,1,False,16,0,7,2,16350
19497,1,False,11,0,9,0,16360
19508,0,False,5,0,9,0,16369
19509,0,False,7,0,9,1,16369
19510,0,False,9,0,9,2,16369
19511,1,False,16,0,9,3,16369
19519,1,False,15,0,7,0,16377
19521,0,False,6,0,10,0,16379
19522,0,False,16,0,10,1,16379
19525,0,False,5,0,9,0,16381
19526,1,False,11,0,9,1,16381
19527,0,False,19,0,4,0,16382
19533,1,False,19,0,4,0,16387
19534,0,False,18,0,10,0,16389
19535,1,False,20,0,10,1,16389
19538,0,False,13,0,6,0,16392
19546,0,False,5,0,7,0,16397
19547,0,False,7,0,7,1,16397
19548,1,False,13,0,7,2,16397
19549,1,False,15,1,6,0,16398
19550,1,False,14,0,6,0,16399
19565,0,False,8,0,10,0,16413
19566,1,False,14,0,10,1,16413
19571,0,False,9,0,8,0,16417
19572,1,False,11,0,8,1,16417
19573,1,False,19,0,5,0,16418
19575,0,False,14,0,10,0,16420
19587,1,False,14,0,2,0,16427
19588,1,False,13,0,10,0,16429
19589,0,False,10,0,9,0,16430
19590,0,False,17,0,9,1,16430
19592,1,False,13,0,10,0,16432
19593,1,False,16,0,3,0,16433
19594,1,False,14,0,11,0,16434
19606,0,False,6,0,9,0,16443
19607,0,False,16,0,9,1,16443
19614,1,False,13,0,9,0,16447
19617,0,False,12,0,2,0,16449
19619,0,False,20,0,7,0,16451
19627,1,False,12,0,4,0,16459
19628,0,False,19,0,8,0,16460
19638,1,False,15,1,10,0,16468
19639,0,False,7,0,10,0,16469
19640,1,False,17,0,10,1,16469
19648,0,False,10,0,8,0,16477
19649,1,False,16,0,8,1,16477
19654,1,False,13,0,8,0,16482
19657,1,False,11,0,7,0,16484
19660,1,False,15,0,10,0,16488
19666,1,False,15,0,2,0,16492
19669,0,False,15,0,8,0,16495
19674,1,False,13,1,10,0,16499
19693,1,False,11,0,2,0,16511
19694,0,False,14,0,5,0,16512
19695,0,False,19,0,5,1,16512
19699,1,False,12,0,10,0,16516
19700,0,False,20,1,2,0,16517
19701,1,False,13,1,2,1,16517
19712,1,False,17,1,6,0,16527
19716,1,False,13,0,8,0,16530
19718,1,False,19,0,10,0,16532
19732,0,False,12,0,6,0,16543
19733,0,False,18,0,6,1,16543
19734,1,False,19,1,6,2,16543
19742,0,False,9,0,7,0,16550
19743,1,False,17,0,7,1,16550
19745,1,False,13,0,10,0,16552
19746,1,False,12,0,10,0,16553
19756,0,False,16,0,10,0,16560
19757,1,False,13,1,10,0,16561
19762,0,False,6,0,8,0,16566
19763,1,False,15,0,8,1,16566
19765,0,False,9,0,2,0,16568
19766,1,False,15,0,2,1,16568
19770,0,False,13,0,7,0,16572
19788,1,False,20,0,4,0,16587
19791,1,False,15,0,8,0,16589
19792,0,False,6,0,3,0,16590
19793,1,False,17,1,3,1,16590
19796,0,False,10,0,10,0,16593
19797,1,False,20,0,10,1,16593
19799,1,False,13,0,6,0,16595
19802,1,False,19,0,10,0,16598
19803,0,False,12,0,2,0,16599
19804,1,False,19,0,2,1,16599
19805,0,False,17,0,10,0,16600
19808,0,False,20,0,10,0,16602
19809,1,False,17,0,7,0,16603
19812,1,False,16,0,9,0,16606
19814,1,False,13,1,3,0,16608
19823,1,False,20,0,10,0,16615
19835,0,False,13,0,3,0,16624
19836,1,False,19,0,3,1,16624
19837,0,False,8,0,6,0,16625
19838,1,False,15,0,6,1,16625
19847,1,False,12,0,10,0,16633
19848,1,False,17,0,4,0,16634
19849,1,False,15,0,10,0,16635
19851,1,False,20,0,10,0,16637
19866,1,False,13,0,2,0,16649
19867,1,False,16,0,2,0,16650
19870,0,False,7,0,10,0,16653
19871,1,False,17,0,10,1,16653
19874,0,False,9,0,3,0,16656
19875,0,False,19,0,3,1,16656
19881,1,False,17,0,8,0,16659
19884,0,False,7,0,10,0,16662
19885,1,False,17,0,10,1,16662
19887,0,False,20,0,8,0,16664
19892,1,False,18,0,8,0,16669
19895,0,False,20,0,4,0,16672
19897,1,False,20,0,10,0,16674
19900,0,False,14,0,7,0,16677
19903,0,False,20,1,10,0,16679
19904,1,False,17,1,10,1,16679
19909,0,False,15,0,7,0,16683
19915,0,False,17,0,10,0,16689
19926,0,False,15,1,10,0,16697
19927,0,False,19,1,10,1,16697
19928,1,False,19,1,10,2,16697
19936,0,False,10,0,10,0,16704
19937,0,False,20,0,10,1,16704
19940,0,False,13,0,3,0,16709
19941,1,False,15,0,3,1,16709
19947,1,False,13,0,8,0,16716
19950,1,False,13,0,9,0,16719
19951,1,False,14,0,3,0,16720
19955,1,False,15,1,8,0,16723
19966,1,False,15,0,8,0,16733
19972,1,False,14,0,3,0,16738
19987,1,False,12,0,6,0,16748
19989,0,False,9,0,11,0,16750
19990,1,False,11,0,11,1,16750
19993,0,False,14,0,5,0,16752
19997,1,False,12,0,9,0,16755
20007,1,False,14,0,7,0,16767
20012,0,False,7,0,10,0,16772
20013,1,False,17,0,10,1,16772
20017,0,False,20,0,10,0,16776
20025,0,False,9,0,8,0,16784
20026,0,False,19,0,8,1,16784
20036,1,False,17,0,2,0,16789
20041,1,False,12,0,6,0,16793
20049,0,False,8,0,10,0,16800
20050,0,False,11,0,10,1,16800
20051,0,False,13,0,10,2,16800
20053,0,False,8,0,3,0,16802
20054,0,False,19,1,3,1,16802
20055,0,False,18,1,3,2,16802
20059,1,False,13,0,3,0,16806
20060,1,False,16,0,2,0,16807
20062,1,False,17,0,10,0,16809
20063,1,False,14,0,3,0,16810
20064,0,False,10,0,4,0,16811
20065,0,False,20,0,4,1,16811
20071,0,False,17,0,10,0,16815
20072,1,False,12,0,8,0,16817
20077,0,False,7,0,10,0,16822
20078,0,False,15,0,10,1,16822
20079,1,False,20,0,10,2,16822
20080,1,False,17,0,10,0,16823
20081,1,False,20,0,10,0,16824
20083,0,False,13,0,9,0,16826
20084,1,False,17,0,9,1,16826
20103,1,False,12,0,5,0,16840
20104,1,False,18,0,10,0,16841
20114,0,False,17,1,11,0,16850
20115,1,False,14,1,11,1,16850
20117,0,False,14,1,6,0,16852
20118,0,False,18,1,6,1,16852
20119,1,False,15,1,6,2,16852
20122,1,False,18,0,6,0,16856
20125,1,False,15,0,3,0,16858
20126,1,False,15,0,9,0,16860
20130,1,False,13,0,10,0,16863
20140,0,False,10,0,10,0,16873
20141,1,False,14,0,10,1,16873
20144,1,False,13,0,6,0,16875
20148,0,False,14,0,8,0,16877
20150,1,False,18,1,3,0,16879
20155,1,False,12,0,2,0,16884
20170,1,False,11,0,11,0,16896
20180,0,False,7,0,10,0,16904
20181,0,False,17,0,10,1,16904
20182,0,False,10,0,8,0,16905
20183,1,False,20,0,8,1,16905
20186,0,False,9,0,8,0,16908
20187,1,False,13,0,8,1,16908
20191,1,False,12,0,8,0,16911
20194,1,False,15,0,10,0,16913
20195,1,False,16,0,10,0,16914
20203,0,False,5,0,8,0,16921
20204,0,False,8,0,8,1,16921
20205,1,False,17,0,8,2,16921
20208,1,False,19,0,5,0,16923
20209,1,False,14,0,9,0,16924
20211,1,False,13,0,10,0,16926
20212,1,False,12,0,8,0,16927
20217,1,False,12,0,6,0,16933
20218,1,False,11,0,10,0,16934
20221,0,False,18,1,10,0,16937
20222,0,False,18,1,10,1,16937
20226,0,False,19,0,10,0,16939
20234,1,False,18,0,10,0,16947
20240,0,False,7,0,10,0,16953
20241,1,False,12,0,10,1,16953
20245,0,False,15,0,7,0,16956
20266,1,False,12,0,10,0,16973
20271,1,False,13,0,9,0,16978
20273,1,False,15,0,8,0,16980
20275,1,False,19,0,5,0,16982
20277,1,False,16,0,8,0,16984
20278,0,False,8,0,2,0,16985
20279,1,False,11,0,2,1,16985
20291,0,False,13,0,6,0,16994
20292,1,False,14,1,6,1,16994
20293,1,False,14,0,4,0,16995
20295,1,False,16,0,8,0,16997
20296,1,False,16,0,7,0,16998
20297,1,False,14,0,6,0,16999
20313,1,False,13,0,10,0,17010
20315,1,False,11,0,2,0,17012
20318,0,False,15,0,7,0,17014
20322,0,False,9,0,11,0,17018
20323,1,False,14,0,11,1,17018
20329,1,False,16,0,8,0,17024
20330,0,False,20,0,8,0,17025
20331,1,False,18,0,2,0,17027
20332,0,False,11,0,11,0,17030
20333,1,False,15,0,11,1,17030
20335,1,False,18,0,6,0,17033
20338,0,False,5,0,10,0,17036
20339,0,False,10,0,10,1,17036
20340,1,False,14,0,10,2,17036
