,label,win,points,aces,dealer card,round,game number
61991,0,False,13,0,2,0,51998
62001,0,False,15,0,4,0,52005
62002,1,False,19,0,4,1,52005
62015,1,False,14,0,5,0,52014
62016,1,False,13,0,11,0,52015
62017,0,False,8,0,7,0,52016
62018,0,False,18,0,7,1,52016
62019,1,False,15,0,6,0,52017
62020,0,False,10,0,8,0,52018
62021,0,False,20,0,8,1,52018
62025,0,False,8,0,10,0,52021
62026,0,False,17,0,10,1,52021
62027,0,False,20,0,10,2,52021
62034,0,False,15,1,8,0,52026
62035,1,False,14,1,8,1,52026
62036,0,False,9,0,9,0,52027
62037,1,False,14,0,9,1,52027
62050,0,False,10,0,7,0,52040
62051,1,False,12,0,7,1,52040
62066,0,False,9,0,10,0,52054
62067,1,False,12,0,10,1,52054
62068,0,False,18,0,5,0,52055
62070,1,False,13,0,6,0,52058
62071,1,False,16,0,10,0,52059
62075,1,False,12,0,5,0,52063
62076,1,False,14,0,10,0,52064
62085,0,False,12,0,10,0,52070
62086,1,False,12,0,4,0,52072
62087,0,False,19,1,7,0,52073
62088,0,False,19,1,7,1,52073
62098,0,False,13,0,10,0,52084
62099,0,False,16,0,10,1,52084
62105,1,False,14,0,2,0,52089
62109,0,False,12,0,10,0,52094
62110,1,False,19,0,10,1,52094
62114,0,False,15,0,10,0,52097
62115,0,False,14,0,2,0,52098
62116,0,False,16,0,2,1,52098
62117,0,False,17,1,2,2,52098
62121,0,False,15,0,2,0,52102
62144,0,False,8,0,6,0,52118
62145,0,False,17,0,6,1,52118
62149,1,False,15,0,10,0,52121
62155,0,False,10,0,4,0,52127
62156,1,False,20,0,4,1,52127
62158,0,False,7,0,8,0,52129
62159,1,False,11,0,8,1,52129
62166,1,False,13,1,10,0,52134
62168,1,False,11,0,10,0,52137
62170,1,False,13,0,3,0,52139
62188,1,False,14,0,9,0,52153
62190,0,False,10,0,2,0,52156
62191,0,False,13,0,2,1,52156
62204,0,False,13,0,10,0,52167
62205,1,False,15,0,10,1,52167
62206,1,False,15,0,11,0,52168
62207,0,False,6,0,3,0,52169
62208,0,False,9,0,3,1,52169
62209,0,False,19,0,3,2,52169
62212,1,False,17,0,10,0,52172
62216,0,False,14,0,5,0,52176
62217,0,False,10,0,10,0,52177
62218,1,False,16,0,10,1,52177
62227,1,False,14,0,4,0,52184
62234,1,False,17,0,9,0,52189
62242,1,False,14,0,5,0,52197
62243,0,False,18,0,3,0,52198
62260,0,False,11,0,10,0,52214
62261,0,False,14,0,10,1,52214
62262,1,False,16,0,10,2,52214
62269,1,False,13,0,5,0,52219
62282,1,False,17,0,10,0,52233
62297,0,False,15,0,4,0,52246
62301,1,False,14,0,6,0,52250
62306,1,False,12,0,7,0,52255
62312,1,False,15,0,10,0,52261
62315,0,False,20,0,3,0,52264
62325,1,False,14,1,11,0,52275
62333,1,False,16,1,9,0,52281
62339,0,False,9,0,6,0,52287
62340,1,False,14,0,6,1,52287
62344,0,False,16,0,7,0,52290
62355,0,False,17,0,6,0,52300
62360,0,False,7,0,11,0,52306
62361,1,False,17,0,11,1,52306
62366,1,False,17,0,10,0,52311
62368,1,False,14,0,11,0,52313
62370,1,False,13,0,10,0,52315
62373,0,False,16,0,11,0,52318
62374,1,False,20,0,10,0,52319
62378,0,False,14,0,2,0,52323
62382,1,False,20,0,10,0,52327
62391,1,False,12,0,4,0,52335
62396,1,False,14,1,7,0,52339
62402,1,False,18,0,9,0,52347
62403,1,False,11,0,8,0,52348
62409,1,False,13,0,4,0,52354
62414,1,False,19,1,10,0,52358
62415,0,False,19,0,3,0,52359
62419,1,False,12,0,6,0,52363
62421,0,False,15,0,6,0,52365
62423,1,False,13,1,3,0,52367
62425,1,False,16,1,4,0,52369
62439,1,False,18,0,10,0,52381
62442,0,False,20,0,11,0,52383
62443,1,False,14,0,8,0,52384
62452,0,False,5,0,9,0,52393
62453,1,False,15,0,9,1,52393
62456,1,False,17,1,2,0,52395
62463,0,False,10,0,9,0,52400
62464,1,False,18,0,9,1,52400
62469,1,False,16,0,8,0,52403
62479,1,False,12,0,6,0,52409
62481,0,False,17,0,10,0,52412
62482,0,False,15,0,6,0,52413
62483,1,False,19,0,6,1,52413
62499,1,False,12,0,10,0,52425
62500,1,False,16,0,6,0,52426
62510,0,False,20,0,2,0,52435
62511,1,False,11,0,6,0,52436
62516,1,False,12,0,4,0,52440
62520,0,False,20,0,10,0,52444
62534,0,False,8,0,5,0,52455
62535,0,False,14,0,5,1,52455
62536,1,False,18,1,4,0,52456
62541,1,False,20,0,10,0,52460
62543,0,False,18,0,10,0,52462
62550,0,False,11,0,6,0,52468
62551,1,False,20,0,6,1,52468
62564,1,False,17,0,5,0,52478
62565,0,False,9,0,2,0,52479
62566,1,False,19,0,2,1,52479
62567,0,False,14,0,6,0,52480
62571,0,False,16,0,6,0,52484
62577,1,False,14,0,10,0,52489
62579,1,False,16,0,3,0,52491
62590,1,False,17,0,10,0,52503
62594,0,False,10,0,10,0,52507
62595,0,False,17,0,10,1,52507
62607,1,False,14,1,5,0,52518
62612,1,False,12,0,10,0,52522
62625,0,False,14,0,8,0,52532
62640,0,False,9,0,10,0,52545
62641,1,False,16,0,10,1,52545
62646,0,False,8,0,4,0,52550
62647,0,False,13,0,4,1,52550
62649,0,False,15,0,4,0,52552
62650,0,False,17,0,4,1,52552
62651,0,False,18,1,4,2,52552
62672,1,False,12,0,6,0,52570
62674,1,False,15,0,7,0,52574
62680,0,False,20,0,5,0,52580
62682,1,False,14,0,6,0,52582
62686,1,False,15,1,8,0,52587
62691,1,False,14,1,10,0,52591
62692,0,False,10,0,10,0,52592
62693,1,False,17,0,10,1,52592
62704,0,False,14,0,11,0,52603
62705,0,False,10,0,6,0,52604
62706,1,False,14,0,6,1,52604
62707,0,False,6,0,11,0,52606
62708,0,False,16,0,11,1,52606
62713,0,False,6,0,9,0,52610
62714,1,False,14,0,9,1,52610
62718,1,False,12,0,3,0,52613
62723,1,False,14,0,11,0,52618
62729,0,False,5,0,11,0,52623
62730,0,False,10,0,11,1,52623
62731,0,False,15,0,11,2,52623
62732,0,False,8,0,7,0,52624
62733,1,False,18,0,7,1,52624
62736,0,False,10,0,10,0,52627
62737,1,False,12,0,10,1,52627
62738,0,False,13,0,10,0,52628
62745,0,False,15,0,10,0,52633
62749,0,False,6,0,9,0,52637
62750,1,False,17,1,9,1,52637
62751,1,False,12,2,2,0,52639
62752,0,False,12,0,3,0,52640
62754,0,False,6,0,11,0,52643
62755,0,False,12,0,11,1,52643
62756,1,False,13,1,11,2,52643
62757,0,False,14,0,10,0,52645
62758,0,False,20,0,10,1,52645
62759,1,False,12,0,10,0,52646
62764,0,False,6,0,8,0,52651
62765,0,False,16,0,8,1,52651
62766,0,False,19,0,8,2,52651
62767,0,False,6,0,6,0,52652
62768,0,False,17,1,6,1,52652
62769,1,False,12,1,6,2,52652
62770,1,False,13,0,9,0,52653
62774,0,False,7,0,4,0,52656
62775,1,False,14,0,4,1,52656
62777,0,False,17,0,4,0,52658
62787,0,False,20,0,10,0,52666
62799,0,False,17,0,3,0,52677
62800,0,False,18,1,3,1,52677
62805,1,False,15,0,3,0,52681
62810,1,False,16,0,8,0,52684
62814,0,False,17,0,11,0,52686
62817,1,False,14,0,8,0,52689
62818,1,False,15,0,11,0,52690
62825,1,False,12,0,2,0,52694
62844,0,False,8,0,10,0,52713
62845,0,False,18,0,10,1,52713
62848,0,False,15,0,7,0,52716
62854,0,False,15,0,7,0,52720
62855,0,False,19,0,7,1,52720
62859,1,False,13,0,10,0,52724
62861,1,False,14,0,9,0,52726
62864,0,False,16,0,5,0,52732
62891,1,False,17,0,11,0,52757
62910,1,False,18,0,3,0,52772
62913,0,False,14,0,10,0,52775
62916,0,False,9,0,10,0,52777
62917,1,False,13,0,10,1,52777
62919,1,False,12,0,10,0,52780
62928,1,False,14,0,9,0,52788
62929,1,False,13,0,10,0,52789
62939,0,False,12,0,11,0,52799
62940,1,False,16,0,11,1,52799
62943,1,False,15,1,11,0,52802
62952,0,False,15,0,10,0,52809
62954,0,False,10,0,7,0,52811
62955,1,False,18,0,7,1,52811
62957,0,False,19,0,4,0,52813
62964,1,False,17,1,10,0,52819
62965,1,False,12,0,11,0,52821
62966,0,False,7,0,9,0,52822
62967,1,False,14,0,9,1,52822
62970,1,False,19,1,9,0,52825
62971,1,False,18,0,6,0,52826
62972,1,False,14,0,10,0,52827
62974,0,False,11,0,5,0,52829
62975,1,False,18,0,5,1,52829
62980,0,False,20,0,11,0,52834
62981,1,False,16,0,10,0,52835
62985,1,False,12,0,6,0,52839
62986,1,False,16,0,6,0,52840
62991,1,False,14,0,10,0,52844
62993,1,False,15,0,9,0,52849
62996,0,False,7,0,10,0,52851
62997,0,False,10,0,10,1,52851
62998,0,False,15,0,10,2,52851
62999,1,False,18,0,10,3,52851
63001,1,False,17,0,3,0,52853
63003,1,False,12,0,8,0,52855
63010,1,False,12,0,3,0,52862
63013,0,False,20,0,4,0,52864
63020,1,False,15,0,2,0,52867
63025,1,False,12,0,10,0,52873
63039,1,False,13,0,7,0,52887
63040,0,False,15,1,10,0,52888
63041,0,False,19,1,10,1,52888
63042,1,False,19,1,10,2,52888
63045,0,False,13,0,5,0,52891
63046,0,False,18,0,5,1,52891
63058,1,False,17,0,10,0,52899
63061,1,False,12,0,10,0,52902
63062,1,False,15,0,10,0,52904
63068,0,False,5,0,11,0,52910
63069,1,False,12,0,11,1,52910
63072,1,False,16,0,9,0,52913
63077,0,False,12,0,6,0,52918
63078,1,False,16,0,6,1,52918
63088,1,False,18,1,9,0,52930
63089,0,False,14,0,6,0,52931
63091,1,False,16,1,5,0,52933
63097,1,False,17,0,3,0,52938
63100,1,False,11,0,8,0,52940
63101,1,False,13,0,3,0,52941
63102,0,False,14,0,3,0,52942
63104,1,False,18,0,9,0,52944
63112,0,False,5,0,5,0,52951
63113,1,False,15,0,5,1,52951
63116,1,False,12,0,5,0,52954
63125,0,False,10,0,6,0,52960
63126,1,False,20,0,6,1,52960
63134,0,False,19,1,4,0,52967
63135,1,False,19,1,4,1,52967
63139,1,False,20,0,10,0,52971
63154,0,False,18,0,10,0,52985
63172,1,False,14,0,10,0,52998
63183,0,False,19,0,10,0,53005
63190,0,False,16,0,9,0,53010
63191,0,False,15,1,3,0,53011
63192,1,False,12,1,3,1,53011
63196,1,False,18,0,5,0,53015
63200,1,False,16,0,9,0,53018
63201,0,False,9,0,2,0,53019
63202,0,False,19,0,2,1,53019
63203,0,False,19,0,4,0,53020
63208,0,False,18,0,7,0,53024
63212,0,False,5,0,9,0,53027
63213,1,False,13,0,9,1,53027
63217,1,False,20,0,3,0,53029
63218,1,False,15,1,5,0,53030
63221,0,False,15,0,8,0,53033
63224,1,False,18,0,8,0,53036
63244,1,False,13,0,4,0,53057
63248,1,False,16,0,10,0,53060
63253,1,False,11,0,4,0,53065
63261,0,False,13,0,10,0,53070
63262,1,False,14,1,10,1,53070
63263,1,False,17,1,10,0,53071
63265,0,False,6,0,6,0,53073
63266,1,False,11,0,6,1,53073
63269,0,False,17,0,11,0,53075
63281,0,False,12,0,5,0,53083
63282,0,False,18,0,5,1,53083
63283,0,False,20,0,9,0,53084
63284,0,False,13,0,4,0,53085
63290,0,False,20,1,5,0,53090
63291,0,False,20,1,5,1,53090
63298,1,False,14,0,8,0,53096
63300,1,False,18,0,8,0,53098
63311,1,False,14,0,5,0,53106
63326,0,False,14,0,6,0,53117
63332,1,False,15,0,7,0,53121
63334,1,False,13,0,10,0,53123
63335,1,False,17,0,10,0,53124
63336,1,False,17,0,11,0,53125
63338,1,False,14,0,6,0,53127
63342,0,False,19,0,9,0,53132
63346,1,False,15,0,11,0,53136
63356,1,False,16,0,10,0,53142
63358,1,False,14,0,7,0,53144
63359,1,False,16,0,11,0,53145
63360,0,False,12,0,5,0,53146
63361,0,False,19,0,5,1,53146
63365,1,False,12,0,10,0,53149
63367,0,False,15,0,7,0,53151
63373,0,False,14,1,8,0,53157
63374,1,False,14,1,8,1,53157
63381,0,False,15,0,7,0,53162
63382,0,False,18,0,8,0,53163
63383,1,False,14,0,6,0,53164
63385,1,False,14,0,8,0,53167
63394,0,False,20,0,7,0,53177
63396,0,False,15,0,10,0,53179
63398,1,False,16,1,7,0,53182
63402,0,False,14,1,10,0,53187
63403,1,False,14,1,10,1,53187
63407,1,False,12,0,5,0,53190
63409,0,False,14,0,10,0,53192
63415,1,False,16,0,4,0,53195
63417,0,False,10,0,10,0,53197
63418,0,False,13,0,10,1,53197
63426,0,False,14,0,10,0,53203
63427,1,False,16,0,10,1,53203
63428,0,False,10,0,3,0,53204
63429,1,False,12,0,3,1,53204
63432,1,False,16,0,9,0,53207
63434,1,False,14,0,10,0,53209
63442,0,False,10,0,10,0,53217
63443,0,False,20,0,10,1,53217
63446,1,False,11,0,11,0,53220
63448,1,False,19,0,8,0,53222
63455,0,False,12,0,10,0,53226
63456,0,False,16,0,10,1,53226
63457,0,False,20,0,6,0,53227
63462,1,False,12,0,2,0,53232
63467,1,False,14,0,10,0,53236
63470,1,False,19,0,2,0,53239
63473,1,False,14,0,3,0,53241
63474,0,False,10,0,7,0,53242
63475,0,False,20,0,7,1,53242
63479,1,False,12,0,10,0,53247
63480,1,False,12,0,10,0,53248
63482,1,False,17,0,6,0,53250
63485,1,False,14,0,2,0,53254
63493,0,False,7,0,10,0,53260
63494,1,False,17,0,10,1,53260
63495,1,False,15,0,8,0,53261
63500,1,False,14,0,5,0,53268
63513,0,False,7,0,10,0,53279
63514,0,False,9,0,10,1,53279
63515,1,False,20,1,10,2,53279
63519,1,False,11,0,10,0,53284
63529,1,False,20,0,10,0,53293
63537,1,False,12,0,3,0,53299
63540,0,False,9,0,10,0,53301
63541,1,False,12,0,10,1,53301
63553,1,False,17,1,10,0,53310
63556,0,False,8,0,10,0,53314
63557,1,False,15,0,10,1,53314
63558,1,False,14,0,10,0,53315
63560,0,False,10,0,11,0,53317
63561,1,False,13,0,11,1,53317
63562,1,False,17,0,8,0,53318
63575,1,False,13,0,9,0,53328
63577,1,False,18,0,2,0,53331
63580,1,False,13,0,9,0,53334
63585,0,False,12,0,8,0,53338
63586,1,False,14,0,8,1,53338
63593,0,False,8,0,4,0,53343
63594,0,False,16,0,4,1,53343
63595,0,False,17,1,4,2,53343
63599,1,False,13,0,9,0,53347
63602,0,False,5,0,9,0,53350
63603,0,False,9,0,9,1,53350
63604,1,False,18,0,9,2,53350
63608,1,False,15,0,8,0,53354
63615,0,False,12,0,5,0,53359
63616,1,False,19,0,5,1,53359
63623,1,False,15,0,3,0,53364
63629,1,False,15,1,11,0,53368
63630,0,False,17,0,3,0,53369
63631,0,False,20,0,3,1,53369
63638,0,False,17,0,2,0,53376
63642,1,False,13,0,9,0,53382
63643,1,False,15,0,3,0,53383
63644,0,False,10,0,9,0,53384
63645,0,False,15,0,9,1,53384
63646,0,False,19,0,3,0,53385
63651,0,False,10,0,10,0,53389
63652,1,False,14,0,10,1,53389
63663,0,False,20,0,9,0,53404
63665,0,False,7,0,6,0,53406
63666,0,False,10,0,6,1,53406
63667,0,False,20,0,6,2,53406
63672,0,False,14,0,9,0,53413
63674,0,False,14,0,9,0,53416
63675,1,False,15,1,9,1,53416
63682,0,False,5,0,5,0,53423
63683,0,False,15,0,5,1,53423
63686,0,False,13,0,10,0,53428
63687,1,False,14,1,10,0,53429
63690,0,False,19,0,10,0,53432
63691,0,False,10,0,2,0,53433
63692,1,False,18,0,2,1,53433
63696,0,False,12,0,6,0,53437
63697,0,False,16,0,6,1,53437
63711,1,False,13,0,3,0,53446
63714,0,False,19,1,10,0,53449
63715,0,False,14,1,10,1,53449
63718,0,False,20,0,9,0,53452
63721,0,False,18,0,2,0,53455
63724,1,False,14,0,10,0,53457
63727,0,False,10,0,10,0,53459
63728,0,False,20,0,10,1,53459
63730,1,False,15,1,8,0,53462
63732,1,False,14,0,10,0,53464
63735,1,False,11,0,3,0,53467
63741,1,False,15,0,3,0,53473
63742,1,False,14,0,9,0,53474
63743,1,False,17,1,3,0,53475
63749,0,False,12,0,10,0,53481
63750,1,False,15,0,10,1,53481
63756,1,False,11,0,10,0,53486
63758,1,False,11,0,11,0,53488
63762,1,False,12,0,4,0,53490
63768,1,False,15,1,10,0,53494
63780,1,False,17,0,7,0,53507
63783,1,False,14,0,10,0,53510
63802,1,False,17,0,10,0,53521
63812,1,False,19,0,2,0,53530
63813,0,False,18,0,11,0,53531
63819,0,False,15,0,4,0,53535
63820,1,False,16,0,10,0,53536
63823,1,False,14,0,2,0,53539
63824,1,False,16,1,9,0,53540
63831,0,False,8,0,5,0,53546
63832,0,False,19,1,5,1,53546
63833,0,False,15,1,5,2,53546
63838,1,False,16,0,7,0,53549
63845,1,False,14,0,8,0,53553
63847,1,False,13,0,2,0,53556
63863,0,False,13,0,11,0,53568
63868,1,False,17,0,3,0,53571
63870,0,False,12,0,7,0,53574
63871,0,False,16,0,7,1,53574
63887,0,False,14,0,5,0,53585
63895,1,False,15,0,6,0,53592
63899,0,False,5,0,10,0,53595
63900,0,False,12,0,10,1,53595
63901,1,False,16,0,10,2,53595
63903,0,False,10,0,10,0,53597
63904,1,False,17,0,10,1,53597
63905,0,False,16,0,10,0,53598
63908,1,False,13,1,2,0,53601
63910,1,False,14,0,10,0,53603
63912,1,False,14,0,10,0,53606
63918,1,False,12,0,10,0,53611
63936,1,False,11,0,5,0,53626
63938,1,False,16,0,10,0,53629
63939,1,False,16,0,7,0,53630
63940,1,False,13,0,3,0,53631
63943,1,False,15,0,3,0,53634
63946,0,False,20,1,8,0,53636
63947,1,False,16,1,8,1,53636
63952,0,False,5,0,7,0,53641
63953,1,False,15,0,7,1,53641
63955,0,False,10,0,7,0,53643
63956,1,False,18,0,7,1,53643
63957,0,False,4,0,4,0,53644
63958,0,False,12,0,4,1,53644
63962,1,False,17,0,9,0,53648
63964,0,False,17,0,10,0,53650
63965,0,False,7,0,4,0,53651
63966,0,False,10,0,4,1,53651
63967,1,False,12,0,4,2,53651
63968,0,False,8,0,10,0,53652
63969,1,False,15,0,10,1,53652
63976,0,False,6,0,8,0,53659
63977,0,False,8,0,8,1,53659
63978,1,False,11,0,8,2,53659
63985,0,False,16,0,10,0,53666
63987,1,False,15,0,3,0,53668
63995,1,False,14,1,6,0,53674
63996,0,False,17,0,6,0,53675
63997,0,False,20,0,5,0,53676
64001,0,False,12,0,8,0,53681
64002,1,False,19,0,8,1,53681
64003,1,False,17,0,3,0,53682
64004,1,False,15,0,10,0,53683
64012,1,False,14,0,2,0,53690
64024,0,False,6,0,10,0,53698
64025,1,False,12,0,10,1,53698
64026,1,False,18,0,8,0,53699
64031,0,False,8,0,7,0,53704
64032,0,False,18,0,7,1,53704
64033,1,False,19,1,7,2,53704
64037,0,False,5,0,9,0,53710
64038,0,False,10,0,9,1,53710
64039,0,False,20,0,9,2,53710
64045,0,False,15,0,3,0,53716
64047,1,False,11,0,11,0,53718
64050,1,False,17,1,10,0,53720
64063,0,False,13,0,5,0,53729
64064,1,False,15,0,5,1,53729
64072,0,False,5,0,4,0,53734
64073,1,False,13,0,4,1,53734
64074,1,False,13,0,10,0,53735
64077,0,False,16,1,5,0,53738
64078,1,False,16,1,5,1,53738
64079,1,False,13,0,5,0,53739
64080,1,False,14,0,10,0,53740
64081,1,False,20,0,5,0,53741
64082,1,False,15,0,9,0,53742
64083,1,False,15,0,4,0,53743
64098,1,False,12,0,2,0,53751
64100,1,False,11,0,10,0,53753
64103,1,False,19,0,5,0,53756
64110,1,False,11,0,3,0,53760
64115,0,False,18,0,10,0,53764
64118,1,False,19,1,6,0,53767
64119,1,False,15,0,9,0,53768
64124,1,False,18,0,2,0,53772
64125,0,False,18,0,3,0,53773
64126,1,False,14,0,3,0,53774
64131,1,False,15,0,8,0,53778
64140,0,False,12,0,7,0,53784
64141,0,False,13,1,7,1,53784
64142,1,False,14,2,7,2,53784
64144,1,False,12,0,8,0,53786
64151,1,False,12,0,10,0,53793
64158,0,False,17,0,6,0,53799
64159,0,False,9,0,4,0,53800
64160,1,False,11,0,4,1,53800
64166,0,False,19,0,8,0,53805
64167,0,False,9,0,5,0,53806
64168,0,False,19,0,5,1,53806
64173,1,False,15,0,6,0,53811
64174,0,False,14,0,11,0,53812
64179,0,False,20,0,5,0,53817
64183,1,False,16,0,10,0,53819
64200,0,False,16,0,3,0,53831
64201,1,False,12,0,10,0,53832
64206,0,False,9,0,10,0,53835
64207,0,False,19,0,10,1,53835
64218,1,False,15,0,8,0,53841
64228,0,False,6,0,10,0,53848
64229,1,False,13,0,10,1,53848
64232,1,False,13,0,11,0,53850
64243,1,False,17,0,7,0,53860
64245,0,False,5,0,9,0,53863
64246,1,False,16,1,9,1,53863
64251,0,False,15,0,10,0,53867
64252,0,False,18,0,10,1,53867
64254,1,False,17,0,10,0,53870
64255,0,False,5,0,10,0,53871
64256,1,False,14,0,10,1,53871
64258,1,False,12,0,10,0,53873
64260,1,False,15,1,10,0,53875
64264,1,False,18,0,11,0,53877
64275,1,False,19,0,5,0,53886
64279,0,False,13,0,3,0,53891
64280,0,False,16,0,3,1,53891
64282,0,False,9,0,9,0,53894
64283,1,False,17,0,9,1,53894
64293,0,False,13,0,10,0,53900
64294,1,False,19,0,10,1,53900
64300,1,False,19,1,10,0,53906
64301,1,False,17,0,11,0,53907
64302,0,False,16,0,5,0,53908
64303,0,False,7,0,9,0,53909
64304,1,False,16,0,9,1,53909
64314,1,False,17,0,7,0,53918
64317,0,False,6,0,3,0,53920
64318,0,False,16,0,3,1,53920
64332,0,False,13,0,10,0,53933
64333,0,False,6,0,3,0,53934
64334,1,False,16,0,3,1,53934
64337,1,False,14,0,10,0,53937
64341,1,False,15,0,9,0,53941
64345,1,False,16,0,7,0,53944
64356,1,False,17,0,9,0,53950
64358,1,False,20,0,5,0,53952
64365,0,False,5,0,10,0,53958
64366,1,False,15,0,10,1,53958
64367,0,False,20,0,10,0,53959
64371,1,False,13,0,5,0,53962
64380,1,False,18,0,6,0,53970
64387,1,False,19,0,10,0,53978
64396,1,False,12,0,10,0,53984
64397,0,False,12,2,8,0,53985
64398,1,False,14,2,8,1,53985
64400,1,False,15,0,10,0,53987
64406,0,False,8,0,8,0,53992
64407,0,False,17,0,8,1,53992
64415,0,False,7,0,6,0,53998
64416,1,False,18,1,6,1,53998
64420,1,False,17,0,5,0,54002
64421,0,False,8,0,10,0,54003
64422,1,False,11,0,10,1,54003
64423,0,False,8,0,8,0,54004
64424,1,False,11,0,8,1,54004
64432,1,False,15,0,2,0,54011
64454,1,False,11,0,3,0,54031
64465,1,False,13,1,2,0,54039
64466,1,False,13,0,7,0,54040
64467,0,False,12,0,11,0,54041
64468,1,False,15,0,11,1,54041
64469,0,False,11,0,2,0,54042
64470,0,False,18,0,2,1,54042
64477,1,False,13,0,5,0,54048
64478,1,False,11,0,9,0,54049
64483,0,False,20,0,10,0,54054
64484,1,False,11,0,6,0,54055
64488,1,False,17,0,10,0,54059
64496,1,False,17,0,2,0,54065
64498,0,False,8,0,10,0,54067
64499,1,False,18,0,10,1,54067
64504,1,False,13,0,10,0,54071
64509,0,False,14,0,3,0,54073
64510,0,False,16,0,3,1,54073
64511,1,False,19,0,3,2,54073
64515,0,False,12,0,10,0,54077
64516,1,False,17,0,10,1,54077
64517,0,False,14,0,8,0,54078
64518,1,False,16,1,3,0,54079
64519,0,False,5,0,10,0,54080
64520,0,False,13,0,10,1,54080
64525,0,False,9,0,8,0,54084
64526,1,False,19,0,8,1,54084
64531,1,False,15,1,10,0,54089
64534,0,False,12,0,2,0,54092
64535,1,False,18,0,2,1,54092
64536,0,False,10,0,10,0,54093
64537,0,False,13,0,10,1,54093
64541,1,False,15,0,4,0,54095
64543,0,False,13,0,8,0,54097
64544,1,False,16,0,8,1,54097
64551,1,False,13,0,3,0,54102
64554,0,False,12,0,3,0,54105
64555,1,False,12,0,6,0,54106
64568,1,False,11,0,8,0,54116
64570,0,False,12,0,9,0,54118
64575,1,False,13,0,8,0,54123
64576,0,False,18,0,6,0,54124
64580,1,False,17,0,10,0,54127
64581,0,False,20,0,8,0,54128
64582,0,False,13,0,4,0,54129
64583,1,False,18,0,4,1,54129
64587,0,False,16,0,6,0,54133
64588,0,False,5,0,10,0,54134
64589,1,False,13,0,10,1,54134
64593,0,False,4,0,6,0,54137
64594,0,False,13,0,6,1,54137
64595,1,False,17,0,9,0,54140
64598,1,False,17,0,10,0,54142
64605,1,False,14,0,5,0,54148
64608,0,False,20,0,10,0,54151
64613,0,False,17,1,10,0,54156
64614,1,False,15,1,10,1,54156
64615,1,False,19,0,6,0,54157
64618,1,False,19,0,6,0,54159
64624,0,False,5,0,8,0,54164
64625,1,False,15,0,8,1,54164
64630,0,False,20,0,10,0,54167
64639,1,False,12,0,10,0,54173
64643,1,False,12,0,2,0,54176
64645,1,False,11,0,11,0,54178
64649,0,False,14,0,3,0,54181
64650,1,False,19,0,3,1,54181
64662,0,False,19,1,4,0,54191
64663,1,False,19,1,4,1,54191
64664,1,False,15,0,10,0,54193
64665,0,False,14,0,8,0,54194
64668,1,False,15,1,10,0,54197
64678,1,False,16,0,10,0,54204
64681,1,False,17,0,3,0,54207
64682,0,False,13,1,10,0,54209
64683,1,False,16,1,10,1,54209
64684,0,False,7,0,9,0,54210
64685,1,False,17,0,9,1,54210
64686,0,False,8,0,8,0,54211
64687,0,False,10,0,8,1,54211
64688,1,False,15,0,8,2,54211
64692,1,False,18,0,10,0,54216
64695,0,False,9,0,9,0,54218
64696,1,False,14,0,9,1,54218
64697,0,False,17,0,10,0,54219
64698,0,False,14,0,4,0,54220
64701,0,False,11,0,10,0,54224
64702,1,False,13,0,10,1,54224
64706,1,False,17,0,6,0,54227
64709,0,False,5,0,11,0,54230
64710,1,False,11,0,11,1,54230
64713,1,False,13,0,10,0,54233
64716,1,False,20,0,10,0,54236
64719,0,False,10,0,9,0,54240
64720,0,False,12,0,9,1,54240
64725,1,False,12,0,10,0,54244
64729,0,False,15,0,4,0,54247
64730,1,False,17,0,4,1,54247
64735,0,False,15,0,11,0,54251
64738,1,False,13,0,5,0,54255
64742,1,False,12,0,9,0,54258
64745,0,False,10,0,3,0,54260
64746,0,False,20,0,3,1,54260
64749,1,False,13,0,5,0,54263
64750,0,False,7,0,8,0,54264
64751,0,False,9,0,8,1,54264
64752,0,False,19,0,8,2,54264
64754,1,False,14,0,3,0,54268
64755,0,False,5,0,2,0,54269
64756,1,False,11,0,2,1,54269
64759,1,False,13,0,3,0,54272
64760,1,False,13,0,5,0,54273
64771,1,False,16,0,10,0,54282
64774,1,False,11,0,10,0,54286
64775,0,False,9,0,10,0,54287
64776,1,False,19,0,10,1,54287
64784,0,False,7,0,8,0,54298
64785,1,False,16,0,8,1,54298
64791,0,False,20,0,2,0,54302
64795,0,False,12,0,9,0,54305
64796,1,False,16,0,9,1,54305
64810,0,False,18,0,2,0,54316
64811,0,False,20,0,2,0,54317
64821,0,False,20,0,10,0,54324
64828,1,False,12,0,10,0,54330
64840,1,False,16,1,10,0,54339
64841,1,False,16,0,2,0,54341
64854,1,False,20,0,10,0,54349
64856,1,False,15,0,3,0,54351
64865,1,False,16,0,2,0,54358
64871,1,False,13,0,4,0,54363
